State,State Code,2013 Urbanization,2013 Urbanization Code,Ten-Year Age Groups,Age Group Midpoint,Drug/Alcohol Induced Causes,Drug/Alcohol Induced Causes Code,Deaths,Population,Crude Rate,% of Total Deaths
West Virginia,54,Small Metro,4,< 1 year,0.5,Drug-Induced Causes,D,0,142484,0,0.00%
West Virginia,54,Small Metro,4,< 1 year,0.5,Alcohol-Induced Causes,A,0,142484,0,0.00%
Wisconsin,55,Micropolitan (non-metro),5,< 1 year,0.5,Drug-Induced Causes,D,0,145900,0,0.00%
Wisconsin,55,Micropolitan (non-metro),5,< 1 year,0.5,Alcohol-Induced Causes,A,0,145900,0,0.00%
Idaho,16,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,147188,0,0.00%
Idaho,16,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,147188,0,0.00%
Missouri,29,Small Metro,4,< 1 year,0.5,Drug-Induced Causes,D,0,148679,0,0.00%
Missouri,29,Small Metro,4,< 1 year,0.5,Alcohol-Induced Causes,A,0,148679,0,0.00%
Maryland,24,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,150147,0,0.00%
Maryland,24,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,150147,0,0.00%
New Jersey,34,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,150392,0,0.00%
New Jersey,34,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,150392,0,0.00%
Oregon,41,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,150398,0,0.00%
Oregon,41,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,150398,0,0.00%
New Mexico,35,Micropolitan (non-metro),5,< 1 year,0.5,Drug-Induced Causes,D,0,151342,0,0.00%
New Mexico,35,Micropolitan (non-metro),5,< 1 year,0.5,Alcohol-Induced Causes,A,0,151342,0,0.00%
Missouri,29,Micropolitan (non-metro),5,< 1 year,0.5,Drug-Induced Causes,D,0,151892,0,0.00%
Missouri,29,Micropolitan (non-metro),5,< 1 year,0.5,Alcohol-Induced Causes,A,0,151892,0,0.00%
Alabama,1,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,152762,0,0.00%
Alabama,1,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,152762,0,0.00%
Massachusetts,25,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,154403,0,0.00%
Massachusetts,25,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,154403,0,0.00%
Kentucky,21,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,154648,0,0.00%
Kentucky,21,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,154648,0,0.00%
Kansas,20,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,157023,0,0.00%
Kansas,20,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,157023,0,0.00%
Oregon,41,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,157151,0,0.00%
Oregon,41,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,157151,0,0.00%
Iowa,19,NonCore (non-metro),6,< 1 year,0.5,Drug-Induced Causes,D,0,160254,0,0.00%
Iowa,19,NonCore (non-metro),6,< 1 year,0.5,Alcohol-Induced Causes,A,0,160254,0,0.00%
Mississippi,28,NonCore (non-metro),6,< 1 year,0.5,Drug-Induced Causes,D,0,161030,0,0.00%
Mississippi,28,NonCore (non-metro),6,< 1 year,0.5,Alcohol-Induced Causes,A,0,161030,0,0.00%
New York,36,Small Metro,4,< 1 year,0.5,Drug-Induced Causes,D,0,161061,0,0.00%
New York,36,Small Metro,4,< 1 year,0.5,Alcohol-Induced Causes,A,0,161061,0,0.00%
Colorado,8,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,161711,0,0.00%
Colorado,8,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,161711,0,0.00%
Tennessee,47,Micropolitan (non-metro),5,< 1 year,0.5,Drug-Induced Causes,D,0,163669,0,0.00%
Tennessee,47,Micropolitan (non-metro),5,< 1 year,0.5,Alcohol-Induced Causes,A,0,163669,0,0.00%
Georgia,13,NonCore (non-metro),6,< 1 year,0.5,Drug-Induced Causes,D,0,164631,0,0.00%
Georgia,13,NonCore (non-metro),6,< 1 year,0.5,Alcohol-Induced Causes,A,0,164631,0,0.00%
Kentucky,21,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,166986,0,0.00%
Kentucky,21,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,166986,0,0.00%
Wisconsin,55,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,167814,0,0.00%
Wisconsin,55,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,167814,0,0.00%
Connecticut,9,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,169730,0,0.00%
Connecticut,9,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,169730,0,0.00%
Missouri,29,NonCore (non-metro),6,< 1 year,0.5,Drug-Induced Causes,D,0,170461,0,0.00%
Missouri,29,NonCore (non-metro),6,< 1 year,0.5,Alcohol-Induced Causes,A,0,170461,0,0.00%
Florida,12,Small Metro,4,< 1 year,0.5,Drug-Induced Causes,D,0,171272,0,0.00%
Florida,12,Small Metro,4,< 1 year,0.5,Alcohol-Induced Causes,A,0,171272,0,0.00%
Illinois,17,Micropolitan (non-metro),5,< 1 year,0.5,Drug-Induced Causes,D,0,173586,0,0.00%
Illinois,17,Micropolitan (non-metro),5,< 1 year,0.5,Alcohol-Induced Causes,A,0,173586,0,0.00%
Kentucky,21,Micropolitan (non-metro),5,< 1 year,0.5,Drug-Induced Causes,D,0,174380,0,0.00%
Kentucky,21,Micropolitan (non-metro),5,< 1 year,0.5,Alcohol-Induced Causes,A,0,174380,0,0.00%
Arizona,4,Small Metro,4,< 1 year,0.5,Drug-Induced Causes,D,0,178264,0,0.00%
Arizona,4,Small Metro,4,< 1 year,0.5,Alcohol-Induced Causes,A,0,178264,0,0.00%
Oklahoma,40,Micropolitan (non-metro),5,< 1 year,0.5,Drug-Induced Causes,D,0,179230,0,0.00%
Oklahoma,40,Micropolitan (non-metro),5,< 1 year,0.5,Alcohol-Induced Causes,A,0,179230,0,0.00%
New York,36,Micropolitan (non-metro),5,< 1 year,0.5,Drug-Induced Causes,D,0,184807,0,0.00%
New York,36,Micropolitan (non-metro),5,< 1 year,0.5,Alcohol-Induced Causes,A,0,184807,0,0.00%
Louisiana,22,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,190452,0,0.00%
Louisiana,22,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,190452,0,0.00%
New Mexico,35,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,191521,0,0.00%
New Mexico,35,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,191521,0,0.00%
Pennsylvania,42,Micropolitan (non-metro),5,< 1 year,0.5,Drug-Induced Causes,D,0,193082,0,0.00%
Pennsylvania,42,Micropolitan (non-metro),5,< 1 year,0.5,Alcohol-Induced Causes,A,0,193082,0,0.00%
Kansas,20,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,193623,0,0.00%
Kansas,20,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,193623,0,0.00%
Oklahoma,40,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,193682,0,0.00%
Oklahoma,40,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,193682,0,0.00%
Washington,53,Small Metro,4,< 1 year,0.5,Drug-Induced Causes,D,0,193715,0,0.00%
Washington,53,Small Metro,4,< 1 year,0.5,Alcohol-Induced Causes,A,0,193715,0,0.00%
Wisconsin,55,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,198402,0,0.00%
Wisconsin,55,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,198402,0,0.00%
Illinois,17,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,204099,0,0.00%
Illinois,17,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,204099,0,0.00%
Louisiana,22,Small Metro,4,< 1 year,0.5,Drug-Induced Causes,D,0,205065,0,0.00%
Louisiana,22,Small Metro,4,< 1 year,0.5,Alcohol-Induced Causes,A,0,205065,0,0.00%
Arizona,4,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,207934,0,0.00%
Arizona,4,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,207934,0,0.00%
Pennsylvania,42,Small Metro,4,< 1 year,0.5,Drug-Induced Causes,D,0,208957,0,0.00%
Pennsylvania,42,Small Metro,4,< 1 year,0.5,Alcohol-Induced Causes,A,0,208957,0,0.00%
Kentucky,21,NonCore (non-metro),6,< 1 year,0.5,Drug-Induced Causes,D,0,209736,0,0.00%
Kentucky,21,NonCore (non-metro),6,< 1 year,0.5,Alcohol-Induced Causes,A,0,209736,0,0.00%
Hawaii,15,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,217212,0,0.00%
Hawaii,15,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,217212,0,0.00%
Georgia,13,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,217800,0,0.00%
Georgia,13,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,217800,0,0.00%
Indiana,18,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,218478,0,0.00%
Indiana,18,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,218478,0,0.00%
Michigan,26,Micropolitan (non-metro),5,< 1 year,0.5,Drug-Induced Causes,D,0,219030,0,0.00%
Michigan,26,Micropolitan (non-metro),5,< 1 year,0.5,Alcohol-Induced Causes,A,0,219030,0,0.00%
North Carolina,37,Small Metro,4,< 1 year,0.5,Drug-Induced Causes,D,0,219562,0,0.00%
North Carolina,37,Small Metro,4,< 1 year,0.5,Alcohol-Induced Causes,A,0,219562,0,0.00%
Illinois,17,Small Metro,4,< 1 year,0.5,Drug-Induced Causes,D,0,221279,0,0.00%
Illinois,17,Small Metro,4,< 1 year,0.5,Alcohol-Induced Causes,A,0,221279,0,0.00%
Indiana,18,Micropolitan (non-metro),5,< 1 year,0.5,Drug-Induced Causes,D,0,222385,0,0.00%
Indiana,18,Micropolitan (non-metro),5,< 1 year,0.5,Alcohol-Induced Causes,A,0,222385,0,0.00%
Mississippi,28,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,222732,0,0.00%
Mississippi,28,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,222732,0,0.00%
Oregon,41,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,224148,0,0.00%
Oregon,41,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,224148,0,0.00%
Georgia,13,Micropolitan (non-metro),5,< 1 year,0.5,Drug-Induced Causes,D,0,224932,0,0.00%
Georgia,13,Micropolitan (non-metro),5,< 1 year,0.5,Alcohol-Induced Causes,A,0,224932,0,0.00%
Mississippi,28,Micropolitan (non-metro),5,< 1 year,0.5,Drug-Induced Causes,D,0,227669,0,0.00%
Mississippi,28,Micropolitan (non-metro),5,< 1 year,0.5,Alcohol-Induced Causes,A,0,227669,0,0.00%
Tennessee,47,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,235360,0,0.00%
Tennessee,47,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,235360,0,0.00%
Indiana,18,Small Metro,4,< 1 year,0.5,Drug-Induced Causes,D,0,236594,0,0.00%
Indiana,18,Small Metro,4,< 1 year,0.5,Alcohol-Induced Causes,A,0,236594,0,0.00%
Indiana,18,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,239548,0,0.00%
Indiana,18,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,239548,0,0.00%
Oklahoma,40,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,240082,0,0.00%
Oklahoma,40,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,240082,0,0.00%
Michigan,26,Small Metro,4,< 1 year,0.5,Drug-Induced Causes,D,0,240813,0,0.00%
Michigan,26,Small Metro,4,< 1 year,0.5,Alcohol-Induced Causes,A,0,240813,0,0.00%
Wisconsin,55,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,241393,0,0.00%
Wisconsin,55,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,241393,0,0.00%
Alabama,1,Small Metro,4,< 1 year,0.5,Drug-Induced Causes,D,0,243487,0,0.00%
Alabama,1,Small Metro,4,< 1 year,0.5,Alcohol-Induced Causes,A,0,243487,0,0.00%
Missouri,29,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,245772,0,0.00%
Missouri,29,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,245772,0,0.00%
North Carolina,37,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,253508,0,0.00%
North Carolina,37,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,253508,0,0.00%
Georgia,13,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,259473,0,0.00%
Georgia,13,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,259473,0,0.00%
Iowa,19,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,260015,0,0.00%
Iowa,19,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,260015,0,0.00%
Nebraska,31,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,260348,0,0.00%
Nebraska,31,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,260348,0,0.00%
California,6,Small Metro,4,< 1 year,0.5,Drug-Induced Causes,D,0,269183,0,0.00%
California,6,Small Metro,4,< 1 year,0.5,Alcohol-Induced Causes,A,0,269183,0,0.00%
Washington,53,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,271739,0,0.00%
Washington,53,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,271739,0,0.00%
Massachusetts,25,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,273356,0,0.00%
Massachusetts,25,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,273356,0,0.00%
Alabama,1,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,277299,0,0.00%
Alabama,1,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,277299,0,0.00%
Wisconsin,55,Small Metro,4,< 1 year,0.5,Drug-Induced Causes,D,0,280760,0,0.00%
Wisconsin,55,Small Metro,4,< 1 year,0.5,Alcohol-Induced Causes,A,0,280760,0,0.00%
Utah,49,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,300154,0,0.00%
Utah,49,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,300154,0,0.00%
Texas,48,NonCore (non-metro),6,< 1 year,0.5,Drug-Induced Causes,D,0,300280,0,0.00%
Texas,48,NonCore (non-metro),6,< 1 year,0.5,Alcohol-Induced Causes,A,0,300280,0,0.00%
Virginia,51,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,304703,0,0.00%
Virginia,51,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,304703,0,0.00%
Arkansas,5,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,306650,0,0.00%
Arkansas,5,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,306650,0,0.00%
North Carolina,37,Micropolitan (non-metro),5,< 1 year,0.5,Drug-Induced Causes,D,0,313884,0,0.00%
North Carolina,37,Micropolitan (non-metro),5,< 1 year,0.5,Alcohol-Induced Causes,A,0,313884,0,0.00%
Tennessee,47,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,319773,0,0.00%
Tennessee,47,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,319773,0,0.00%
Colorado,8,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,326125,0,0.00%
Colorado,8,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,326125,0,0.00%
Michigan,26,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,333001,0,0.00%
Michigan,26,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,333001,0,0.00%
New York,36,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,343895,0,0.00%
New York,36,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,343895,0,0.00%
Minnesota,27,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,348446,0,0.00%
Minnesota,27,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,348446,0,0.00%
Georgia,13,Small Metro,4,< 1 year,0.5,Drug-Induced Causes,D,0,359141,0,0.00%
Georgia,13,Small Metro,4,< 1 year,0.5,Alcohol-Induced Causes,A,0,359141,0,0.00%
Utah,49,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,364893,0,0.00%
Utah,49,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,364893,0,0.00%
Texas,48,Micropolitan (non-metro),5,< 1 year,0.5,Drug-Induced Causes,D,0,384265,0,0.00%
Texas,48,Micropolitan (non-metro),5,< 1 year,0.5,Alcohol-Induced Causes,A,0,384265,0,0.00%
Tennessee,47,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,387610,0,0.00%
Tennessee,47,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,387610,0,0.00%
Texas,48,Small Metro,4,< 1 year,0.5,Drug-Induced Causes,D,0,396036,0,0.00%
Texas,48,Small Metro,4,< 1 year,0.5,Alcohol-Induced Causes,A,0,396036,0,0.00%
Minnesota,27,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,398552,0,0.00%
Minnesota,27,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,398552,0,0.00%
Louisiana,22,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,398563,0,0.00%
Louisiana,22,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,398563,0,0.00%
Ohio,39,Micropolitan (non-metro),5,< 1 year,0.5,Drug-Induced Causes,D,0,400657,0,0.00%
Ohio,39,Micropolitan (non-metro),5,< 1 year,0.5,Alcohol-Induced Causes,A,0,400657,0,0.00%
Washington,53,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,404252,0,0.00%
Washington,53,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,404252,0,0.00%
North Carolina,37,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,420483,0,0.00%
North Carolina,37,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,420483,0,0.00%
Connecticut,9,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,426496,0,0.00%
Connecticut,9,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,426496,0,0.00%
Indiana,18,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,427042,0,0.00%
Indiana,18,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,427042,0,0.00%
Washington,53,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,431426,0,0.00%
Washington,53,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,431426,0,0.00%
Colorado,8,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,432911,0,0.00%
Colorado,8,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,432911,0,0.00%
Nevada,32,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,438301,0,0.00%
Nevada,32,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,438301,0,0.00%
New Jersey,34,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,465288,0,0.00%
New Jersey,34,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,465288,0,0.00%
Missouri,29,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,472214,0,0.00%
Missouri,29,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,472214,0,0.00%
Ohio,39,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,476740,0,0.00%
Ohio,39,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,476740,0,0.00%
Michigan,26,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,568403,0,0.00%
Michigan,26,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,568403,0,0.00%
Pennsylvania,42,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,587583,0,0.00%
Pennsylvania,42,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,587583,0,0.00%
Michigan,26,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,592314,0,0.00%
Michigan,26,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,592314,0,0.00%
Ohio,39,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,613050,0,0.00%
Ohio,39,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,613050,0,0.00%
South Carolina,45,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,635871,0,0.00%
South Carolina,45,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,635871,0,0.00%
Pennsylvania,42,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,679252,0,0.00%
Pennsylvania,42,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,679252,0,0.00%
Pennsylvania,42,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,690556,0,0.00%
Pennsylvania,42,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,690556,0,0.00%
North Carolina,37,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,708493,0,0.00%
North Carolina,37,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,708493,0,0.00%
Ohio,39,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,0,744984,0,0.00%
Ohio,39,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,744984,0,0.00%
Massachusetts,25,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,780685,0,0.00%
Massachusetts,25,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,780685,0,0.00%
Illinois,17,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,893084,0,0.00%
Illinois,17,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,893084,0,0.00%
Florida,12,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,0,911100,0,0.00%
Florida,12,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,0,911100,0,0.00%
Arizona,4,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,0,941477,0,0.00%
Virginia,51,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,953946,0,0.00%
Virginia,51,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,953946,0,0.00%
Texas,48,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,961376,0,0.00%
Texas,48,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,961376,0,0.00%
Florida,12,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,962647,0,0.00%
Florida,12,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,962647,0,0.00%
Maryland,24,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,964821,0,0.00%
Maryland,24,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,964821,0,0.00%
Georgia,13,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,1031656,0,0.00%
Georgia,13,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,1031656,0,0.00%
New York,36,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,0,1070370,0,0.00%
New York,36,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,0,1070370,0,0.00%
Texas,48,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,1,3114458,0.032108315,0.00%
California,6,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,2,5489487,0.036433277,0.00%
New York,36,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,1,2267641,0.044098691,0.00%
California,6,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,1,1674790,0.059708978,0.00%
Florida,12,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,1,1397748,0.071543655,0.00%
Illinois,17,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,1,1245778,0.080271124,0.00%
Illinois,17,Large Central Metro,1,< 1 year,0.5,Alcohol-Induced Causes,A,1,1245778,0.080271124,0.00%
Texas,48,Medium Metro,3,< 1 year,0.5,Drug-Induced Causes,D,1,1207234,0.082833982,0.00%
Texas,48,Medium Metro,3,< 1 year,0.5,Alcohol-Induced Causes,A,1,1207234,0.082833982,0.00%
New Jersey,34,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,1,1173243,0.085233835,0.00%
New Jersey,34,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,1,1173243,0.085233835,0.00%
California,6,Large Fringe Metro,2,< 1 year,0.5,Drug-Induced Causes,D,1,1082572,0.092372609,0.00%
California,6,Large Fringe Metro,2,< 1 year,0.5,Alcohol-Induced Causes,A,1,1082572,0.092372609,0.00%
California,6,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,27,5489487,0.4918,0.00%
Texas,48,Large Central Metro,1,< 1 year,0.5,Drug-Induced Causes,D,22,3114458,0.7064,0.00%
Massachusetts,25,Micropolitan (non-metro),5,< 1 year,0.5,All Other Causes,O,59,14573,404.8583,0.00%
Nevada,32,Small Metro,4,< 1 year,0.5,All Other Causes,O,48,11383,421.6815,0.00%
Vermont,50,NonCore (non-metro),6,< 1 year,0.5,All Other Causes,O,118,27709,425.8544,0.00%
Massachusetts,25,Large Fringe Metro,2,< 1 year,0.5,All Other Causes,O,3342,780685,428.0856,0.01%
Minnesota,27,Large Fringe Metro,2,< 1 year,0.5,All Other Causes,O,1509,348446,433.0657,0.00%
Washington,53,Large Central Metro,1,< 1 year,0.5,All Other Causes,O,1762,404252,435.8667,0.00%
Connecticut,9,Micropolitan (non-metro),5,< 1 year,0.5,All Other Causes,O,133,29551,450.0694,0.00%
New Hampshire,33,Medium Metro,3,< 1 year,0.5,All Other Causes,O,367,81503,450.2902,0.00%
Massachusetts,25,Small Metro,4,< 1 year,0.5,All Other Causes,O,235,51479,456.4968,0.00%
